3052.jpeg 0.4659 0.3843 0.4411 0.2097 0.6749 0.4786 0.6548 0.5095 0.4105 0.2263 0.6376 0.4874 0.6901 0.3498 0.9682 0.7123 0.8771 0.6349 0.5232 0.2286 0.9287 0.7310 1.2838 1.2509 1.6277 1.2023 1.2542 1.0400 0.7231 0.3109 
3053.jpeg 1.0398 0.8844 1.1099 0.8223 1.4072 1.2174 1.3193 0.9102 1.0521 0.7038 1.1747 0.9486 1.0922 0.6469 1.3569 1.1354 1.1744 0.7057 1.0302 0.6803 1.2551 0.7788 1.3048 0.7553 1.5344 1.1535 1.2060 0.5873 1.1828 0.7444 
3054.jpeg 0.9980 0.9150 1.0668 0.8653 1.3240 1.0661 1.3397 1.0580 1.0424 0.8109 1.1704 1.1803 1.0699 0.6659 1.3551 0.9574 1.2683 0.8083 1.1076 0.8159 1.3820 1.3147 1.3526 0.9265 1.7147 1.1163 1.4600 0.7768 1.2644 0.7589 
3120.jpeg 0.3714 0.3482 0.3204 0.1071 0.5661 0.4250 0.5162 0.3381 0.3008 0.0941 0.4864 0.5121 0.4509 0.2460 0.8347 0.8861 0.7040 0.6050 0.3692 0.1353 0.7197 0.7392 0.8294 0.6509 1.4107 1.4676 1.0057 0.7730 0.5560 0.3213 
3121.jpeg 0.3775 0.3952 0.3290 0.1215 0.5143 0.3080 0.5140 0.3964 0.3080 0.1129 0.4746 0.5467 0.4396 0.2109 0.7765 0.5756 0.6837 0.6199 0.3778 0.1818 0.7541 0.8816 0.7938 0.3962 1.4783 1.3591 1.1099 0.8636 0.6426 0.4584 
3122.jpeg 0.2896 0.2462 0.2490 0.1044 0.4793 0.3481 0.5737 0.5468 0.2488 0.1151 0.3621 0.3147 0.3275 0.1487 0.8146 0.7865 0.9604 0.9149 0.3317 0.1919 0.6880 0.5041 0.6677 0.2323 1.7924 2.8582 1.9380 2.1430 0.5598 0.3247 
3123.jpeg 0.3186 0.3166 0.3513 0.1987 0.6611 0.4891 0.5660 0.3079 0.2814 0.0984 0.4445 0.4665 0.5122 0.3316 0.9824 0.7449 0.8404 0.5381 0.3857 0.1733 0.6597 0.6041 0.9324 0.8292 1.6109 1.4194 1.0467 0.5444 0.5206 0.2086 
3124.jpeg 0.5305 0.5593 0.4383 0.2480 0.5921 0.4097 0.5487 0.3525 0.3693 0.1466 0.6595 0.8586 0.6096 0.5110 0.8197 0.8938 0.6437 0.4783 0.4056 0.1989 1.0135 1.2326 1.0301 0.9582 1.4571 2.2342 0.9893 1.0231 0.5661 0.3152 
3125.jpeg 0.3577 0.3682 0.3113 0.1382 0.5274 0.4742 0.4606 0.3624 0.2641 0.0908 0.4451 0.5453 0.4420 0.2517 0.8354 0.9991 0.6289 0.6104 0.3378 0.1473 0.7198 0.7653 0.8164 0.7637 1.4827 1.5643 1.0159 0.7685 0.5236 0.3135 
3126.jpeg 0.2646 0.1153 0.2641 0.1011 0.4719 0.4176 0.3996 0.3118 0.2320 0.0727 0.3478 0.1606 0.3733 0.1655 0.6908 0.7149 0.5979 0.6458 0.2926 0.1006 0.5603 0.3017 0.7026 0.3759 1.2453 1.4770 0.9618 0.9574 0.4478 0.1631 
3127.jpeg 0.3824 0.3270 0.3170 0.1009 0.5595 0.3896 0.5169 0.4126 0.3100 0.1162 0.4914 0.4787 0.4097 0.1832 0.8227 0.8499 0.6878 0.6202 0.3582 0.1464 0.7649 0.8047 0.7748 0.4919 1.2987 1.1962 1.0500 0.8481 0.5633 0.3262 
3128.jpeg 0.3497 0.2588 0.3467 0.1639 0.6053 0.5355 0.5756 0.3736 0.3263 0.1685 0.4930 0.5152 0.4608 0.3234 0.9241 1.0066 0.8412 0.6933 0.3917 0.2157 0.8459 0.6579 0.8704 0.7235 1.9377 3.5465 1.4997 1.8456 0.5747 0.3155 
3161.jpeg 0.2271 0.1278 0.2298 0.0882 0.3350 0.1782 0.3318 0.2015 0.2024 0.0742 0.3562 0.1970 0.3765 0.1700 0.4259 0.2004 0.4277 0.2413 0.3144 0.1582 0.5245 0.2759 0.5153 0.0937 0.6358 0.2511 0.4441 0.1218 0.3944 0.1999 
3162.jpeg 0.2959 0.1637 0.2400 0.0998 0.4115 0.2601 0.3881 0.2941 0.2404 0.1045 0.5089 0.3495 0.3709 0.1142 0.5778 0.3734 0.5271 0.3685 0.4012 0.2039 0.8332 0.6588 0.6917 0.2257 0.8261 0.4256 0.6099 0.2909 0.5463 0.3100 
3163.jpeg 0.2087 0.0597 0.2273 0.0574 0.4112 0.3083 0.3854 0.2644 0.2108 0.0667 0.2912 0.1094 0.3382 0.1176 0.5859 0.4637 0.5493 0.3995 0.2704 0.0859 0.4522 0.1351 0.6215 0.2422 0.8567 0.5131 0.7873 0.5962 0.4030 0.2385 
3164.jpeg 0.4014 0.3258 0.4125 0.2005 0.6406 0.4598 0.6422 0.5832 0.3875 0.2136 0.5797 0.3999 0.6767 0.5282 0.9224 0.6737 1.0555 1.4443 0.5823 0.3547 0.9793 0.6430 1.1113 0.7135 1.3376 0.9948 1.4671 2.0309 0.8121 0.4365 
3165.jpeg 0.1817 0.0614 0.1754 0.0432 0.2847 0.0955 0.3363 0.2584 0.1824 0.0823 0.3036 0.2064 0.2698 0.0689 0.4102 0.1452 0.5421 0.4631 0.2795 0.1454 0.5156 0.2849 0.5711 0.1875 0.7226 0.3177 0.8150 0.7209 0.4480 0.2363 
3166.jpeg 0.2629 0.0835 0.2727 0.0869 0.4442 0.2642 0.4124 0.2076 0.2477 0.0633 0.3483 0.1344 0.3803 0.1584 0.5662 0.3907 0.5400 0.3823 0.3124 0.1036 0.5332 0.2052 0.6485 0.2154 0.8933 0.5274 0.8373 0.6051 0.4698 0.1878 
3167.jpeg 0.2376 0.1277 0.2281 0.0729 0.3752 0.1871 0.4559 0.2374 0.3114 0.1883 0.3686 0.2136 0.3581 0.1469 0.5640 0.3415 0.7502 0.5912 0.5509 0.5710 0.6342 0.3137 0.5836 0.1204 0.9465 0.5717 1.0880 0.9928 0.8085 0.8361 
3752.jpeg 0.4076 0.3506 0.4516 0.2297 0.8034 0.6504 0.7549 0.7915 0.3881 0.1729 0.5943 0.5441 0.6716 0.3636 0.9653 0.6166 0.7950 0.5162 0.5162 0.2622 1.0260 1.0328 1.0920 0.4747 1.7447 1.5274 1.1671 0.9088 0.7499 0.4484 
3753.jpeg 0.5628 0.5851 0.5354 0.3806 0.7506 0.8651 0.6893 0.6298 0.5268 0.4526 0.6527 0.7212 0.6206 0.3497 0.8470 0.7072 0.8337 0.7199 0.6006 0.4237 0.9594 1.1994 0.8766 0.4396 1.3632 1.2167 1.4069 0.9281 0.7991 0.5415 
3754.jpeg 0.5166 0.4208 0.3957 0.1631 0.5209 0.2455 0.5158 0.2417 0.4347 0.2326 0.6498 0.5832 0.5027 0.2164 0.7648 0.5444 0.6999 0.3931 0.5644 0.3368 1.0031 0.9377 0.8685 0.5591 1.3385 1.0367 1.0733 0.6486 0.7967 0.6244 
3755.jpeg 0.5056 0.3637 0.5069 0.2382 0.6109 0.3615 0.5069 0.1894 0.3855 0.1242 0.6558 0.5247 0.6991 0.4061 0.8382 0.5227 0.6562 0.3146 0.4363 0.1287 0.9696 0.8966 1.0987 0.7784 1.5679 1.0252 1.0068 0.6463 0.5516 0.1742 
3756.jpeg 0.4925 0.4977 0.3494 0.1225 0.5373 0.3278 0.5140 0.3081 0.3125 0.1139 0.6218 0.7243 0.4605 0.1349 0.7394 0.5281 0.6528 0.3052 0.3977 0.1241 1.0740 1.3592 0.7924 0.3139 1.3943 1.3333 1.0381 0.5867 0.5692 0.1628 
3757.jpeg 0.6478 0.7324 0.4128 0.1565 0.5834 0.2956 0.5633 0.3296 0.4157 0.1885 0.8702 1.2162 0.5603 0.2148 0.8658 0.5599 0.7234 0.4213 0.5193 0.2201 1.5249 1.8355 0.9744 0.4647 1.3365 0.8782 1.0094 0.6005 0.7022 0.3123 
3758.jpeg 0.4797 0.3578 0.4490 0.2591 0.5248 0.3086 0.4526 0.1914 0.3363 0.1094 0.6042 0.5244 0.5795 0.3689 0.7157 0.4456 0.5893 0.2993 0.3982 0.1209 0.8486 0.8573 0.9364 0.5625 1.3860 1.0623 0.9308 0.6001 0.5401 0.2374 
3822.jpeg 0.4865 0.3524 0.5141 0.2865 0.8178 0.5532 0.8849 0.5963 0.5632 0.3562 0.5874 0.3950 0.6315 0.4115 0.9304 0.6674 0.9793 0.6571 0.5869 0.3728 0.7694 0.2949 0.8299 0.4188 1.2725 1.0868 1.1081 0.6477 0.6536 0.2705 
3823.jpeg 0.1974 0.0808 0.2530 0.0903 0.5447 0.5083 0.3837 0.4678 0.1738 0.0685 0.2608 0.0933 0.3293 0.0931 0.6961 0.6366 0.4339 0.4336 0.1845 0.0491 0.3920 0.1265 0.5337 0.1389 0.9000 0.5837 0.5310 0.3371 0.2105 0.0353 
3824.jpeg 0.1945 0.0962 0.2343 0.0890 0.4897 0.4764 0.3611 0.4718 0.1667 0.0714 0.2528 0.1283 0.3099 0.1033 0.6212 0.5670 0.4025 0.3698 0.1809 0.0558 0.3736 0.1323 0.5232 0.1479 0.9045 0.5604 0.5153 0.3031 0.2061 0.0473 
3825.jpeg 0.2435 0.1104 0.2743 0.1084 0.5218 0.5220 0.3967 0.3759 0.2021 0.0809 0.3316 0.1518 0.3841 0.1427 0.7293 0.6986 0.4951 0.5337 0.2457 0.0900 0.4742 0.1700 0.6318 0.1967 0.9717 0.6851 0.6042 0.3732 0.3239 0.0902 
3826.jpeg 0.2897 0.1380 0.3350 0.1785 0.5549 0.6191 0.4823 0.6355 0.2786 0.1706 0.4051 0.2052 0.4806 0.2700 0.7306 0.7360 0.5937 0.7617 0.3250 0.1338 0.5205 0.1622 0.7297 0.3384 0.9621 0.5380 0.6862 0.3513 0.4169 0.1304 
3827.jpeg 0.2583 0.1062 0.2928 0.1310 0.5307 0.6679 0.3951 0.4331 0.2286 0.1144 0.3443 0.1784 0.4063 0.1604 0.6757 0.6066 0.4757 0.4385 0.2835 0.1570 0.4650 0.1242 0.6180 0.1510 0.9740 0.6627 0.6370 0.3493 0.3875 0.1304 
3828.jpeg 0.1971 0.0976 0.2242 0.1457 0.4093 0.4964 0.2976 0.2657 0.1586 0.0732 0.3062 0.2482 0.3839 0.2813 0.6639 0.8424 0.3943 0.2949 0.2294 0.1316 0.5180 0.2376 0.7605 0.6119 0.8844 0.7416 0.4942 0.1855 0.3249 0.1385 
4025.jpeg 0.4182 0.4271 0.1852 0.0477 0.1811 0.0643 0.1915 0.0866 0.1633 0.0573 0.6036 0.7163 0.2945 0.0701 0.2586 0.0670 0.2379 0.0878 0.1994 0.0529 1.0231 1.0909 0.6121 0.1315 0.4659 0.0576 0.2812 0.0675 0.2635 0.0565 
4026.jpeg 0.4360 0.3838 0.2086 0.0497 0.1970 0.0500 0.1711 0.0527 0.1881 0.0613 0.6279 0.6649 0.2941 0.0457 0.2156 0.0250 0.1712 0.0348 0.2328 0.0886 0.8810 0.7918 0.5264 0.0547 0.4013 0.0242 0.1892 0.0163 0.3022 0.0905 
4027.jpeg 0.7731 0.8701 0.4697 0.3259 0.5428 0.5556 0.4831 0.4893 0.4450 0.4218 0.8121 0.9104 0.5085 0.2691 0.6661 0.8496 0.5672 0.5311 0.4705 0.5036 1.0913 1.1700 0.7478 0.2829 1.1812 2.5433 0.7609 1.0116 0.5565 0.4999 
4028.jpeg 0.5644 0.7773 0.3390 0.2227 0.3528 0.3549 0.3061 0.2623 0.2882 0.1972 0.7992 1.6422 0.5403 0.3688 0.4782 0.4999 0.3455 0.2961 0.3808 0.3129 1.1896 2.1806 0.9451 0.6682 0.7894 0.7193 0.4435 0.2958 0.5416 0.3447 
4029.jpeg 0.6671 0.9784 0.3829 0.2677 0.4390 0.4063 0.4026 0.3087 0.3717 0.2911 0.8254 1.1152 0.4316 0.1882 0.4791 0.3506 0.4072 0.2975 0.3918 0.2143 0.9960 0.9851 0.7144 0.2240 0.6554 0.2979 0.4564 0.2301 0.4203 0.1524 
4039.jpeg 0.5270 0.4140 0.3286 0.1450 0.3721 0.2314 0.3664 0.2103 0.3280 0.1536 0.7181 0.7059 0.4488 0.1802 0.4296 0.2339 0.4179 0.2365 0.4248 0.2034 0.9920 0.7852 0.7224 0.2076 0.6725 0.3225 0.5942 0.3903 0.5608 0.2195 
404.jpeg 0.7678 0.3671 0.8143 0.3710 1.0229 0.5964 1.0520 0.6839 0.7854 0.3492 0.8534 0.4207 0.7476 0.2678 0.7878 0.4045 0.8273 0.3480 0.7119 0.2301 0.9879 0.6800 0.6933 0.2373 0.6676 0.2112 0.7039 0.1700 0.6674 0.1660 
4040.jpeg 0.5099 0.5438 0.2845 0.1093 0.3026 0.2585 0.2601 0.2254 0.2302 0.0783 0.7178 0.9757 0.4011 0.1757 0.3912 0.2929 0.2849 0.2486 0.2779 0.0940 1.0034 1.1898 0.7758 0.3172 0.7139 0.5271 0.4140 0.2942 0.4009 0.1838 
4041.jpeg 0.7775 1.2056 0.4175 0.3333 0.3991 0.3739 0.4099 0.4362 0.4594 0.5478 0.9735 1.1430 0.4375 0.2728 0.4020 0.2800 0.3647 0.2860 0.5677 0.7614 1.0604 0.9256 0.6476 0.1988 0.5352 0.2315 0.4458 0.3694 0.5881 0.5479 
4042.jpeg 0.6414 0.7112 0.3258 0.1333 0.3252 0.1988 0.3488 0.1844 0.3560 0.1802 0.8457 1.1393 0.3800 0.1236 0.3781 0.2374 0.3845 0.1980 0.3975 0.1659 1.2554 1.4525 0.6900 0.2027 0.6564 0.5030 0.6545 0.5287 0.5072 0.1776 
4052.jpeg 0.3691 0.2086 0.3437 0.1900 0.4018 0.3178 0.3447 0.2068 0.2575 0.0925 0.4780 0.4224 0.4329 0.2508 0.4925 0.3858 0.3427 0.1703 0.2587 0.0676 0.5933 0.2864 0.7714 0.4719 0.8482 0.8022 0.4410 0.2000 0.2727 0.0711 
4053.jpeg 0.4568 0.4486 0.4190 0.5529 0.4155 0.5535 0.2917 0.1643 0.2899 0.2067 0.5502 0.5902 0.5113 0.5759 0.4105 0.3265 0.2714 0.1061 0.2736 0.1490 0.5859 0.3338 0.6577 0.2910 0.5776 0.2757 0.3300 0.0969 0.2948 0.0813 
4054.jpeg 1.2221 2.0068 0.6441 0.5516 0.5530 0.3906 0.5559 0.4754 0.5709 0.4488 1.6512 2.7816 0.8104 0.5082 0.5781 0.3465 0.5545 0.3532 0.6615 0.4762 2.3471 4.3162 1.2651 0.7151 0.7953 0.3579 0.6495 0.3152 0.9044 0.6379 
4055.jpeg 0.9785 1.3829 0.7625 0.5299 0.8222 0.6940 0.7475 0.4659 0.7914 0.8710 1.1468 1.8913 0.8286 0.6872 0.8227 0.4799 0.7621 0.3988 0.8372 0.6905 1.4475 2.8460 0.9675 0.4073 0.9037 0.3681 0.8497 0.4021 0.9467 0.6620 
4056.jpeg 1.1707 0.9180 0.9188 0.5251 0.9160 0.5872 0.8939 0.8268 0.8702 0.6349 1.4622 1.1865 1.1285 0.7236 0.9526 0.5850 0.8640 0.5886 0.9270 0.4985 1.4410 0.9739 1.4288 1.2000 1.1294 0.6609 0.9209 0.5767 0.8727 0.4267 
4066.jpeg 0.5219 0.2282 0.4317 0.1143 0.4799 0.1490 0.5251 0.1786 0.4540 0.1152 0.6080 0.2761 0.4402 0.0852 0.4484 0.1123 0.5230 0.1444 0.5359 0.1406 0.7496 0.4761 0.5563 0.0930 0.5306 0.0982 0.5809 0.1303 0.5025 0.1067 
4067.jpeg 0.7672 0.7025 0.7055 0.3702 0.6777 0.3897 0.5348 0.2009 0.5430 0.2105 0.8949 1.0164 0.8943 0.5795 0.7257 0.2999 0.5169 0.1693 0.5427 0.1837 1.2978 2.7300 1.0344 0.5241 0.9023 0.4160 0.5547 0.1673 0.6382 0.2963 
4068.jpeg 0.5098 0.3597 0.5629 0.5726 0.7648 0.8552 0.7640 1.0333 0.5083 0.4226 0.6169 0.4332 0.6308 0.4896 0.8743 0.9078 0.7986 1.1676 0.5091 0.3231 0.7947 0.4744 0.8675 0.4532 1.0402 0.7908 0.9592 0.8931 0.5169 0.2569 
4069.jpeg 1.2320 1.1574 0.9805 0.6134 1.3336 1.1016 2.6772 6.5136 0.9491 0.5297 1.4081 1.1244 1.0574 0.6021 1.2551 1.0037 1.6764 2.0000 0.9088 0.3793 1.4734 0.9033 1.2441 0.8128 1.6035 1.2869 1.6984 1.9874 0.9324 0.4477 
407.jpeg 0.6896 0.6795 0.7722 0.9316 0.7837 0.9038 0.7166 0.7889 0.7235 0.9189 0.7484 0.6999 0.8363 0.8895 0.7758 0.8093 0.6312 0.5706 0.7230 0.9620 1.0375 0.8203 1.1575 1.2098 0.8475 0.6226 0.7013 0.4914 0.7669 0.6281 
